;ID_chantier;CI;Client;Zone_km;Statut;Date_installation;Adresse;latitude;longitude
307;1443;570X.SO1804;TP RF/CSO;0 à 50 km;Archivé;04/02/2019;AEROPORT TOULOUSE-BLAGNAC, 31703 BLAGNAC;43,6316978;1,3752199
311;2713;024X.BCA22A;BBGO/NormPIC/Caen;101 à 150 km;Archivé;05/04/2022;6 rue Georges Brassens, 14550 BLAINVILLE SUR ORNE;49,2258824;-0,3083467
314;772;022X.732203;BBCSO/SO/BDX;0 à 50 km;Perdu;10/07/2017;Angle des rues Blanqui, 33300 BORDEAUX;44,8404;-0,5805
315;1887;BZNX.PH0022;HAS/HAS REHA;0 à 50 km;Archivé;21/10/2019;ROUTE DE VERNON, Prieuré de Bethanie, 78270 BLARU;49,0193;1,6078
317;2820;570X.VS2103;TP RF/CSO;51 à 100 km;Traité;20/10/2021;Pont Charles de Gaulle, 41020 BLOIS  ;47,5933998;1,3546491
320;2074;022X.121040;BBCSO/CO/ORLS;51 à 100 km;Traité;06/12/2021;rue FLorimont de Beaune, 41000 BLOIS;47,5833;1,3333
321;3161;EXTX.442580;COLAS/COLAS;0 à 50 km;Traité;14/12/2022;2 rue Noel PONS, , 92000 NANTERRE;48,9038019;2,2199878
322;2696;T01X.936515;BY TP/TPRP;0 à 50 km;Traité;19/07/2021;16 route d’Auteuil du lac  , 75016 PARIS;32,7673;-96,7776
324;1300;BZNX.225171;HAS/HAS REHA;0 à 50 km;Archivé;10/09/2018;7 Cité de l’Etoile , 93000 BOBIGNY;48,9102838;2,4261691
325;1779;B09X.225173;HAS/HAS REHA;0 à 50 km;Archivé;17/06/2019;25 Rue de l'Etoile, 93000 BOBIGNY;48,9117592;2,4275747
326;1039;S19X.PO0130;IEP/IEP;Zone IDF 0 à 50 km;Archivé;03/10/2018;Angle Rue Hector Berlioz et rue Mumia Abou Jamal, 93000 BOBIGNY;26,9667;64,1
328;1858;B09X.PS0551;HAS/HAS REHA;0 à 50 km;Archivé;04/11/2019;Avenue Karl Marx, 93000 BOBIGNY;48,9052204;2,4442168
329;3310;Z32X.PO0191;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;12/08/2022;113 rue de la Folie , Atelier RATP de Bobigny, , 93000   BOBIGNY;48,9;2,45
332;52;BEV702;BBGO/NormPIC/Réha;0 à 50 km;Archivé;17/05/2017;Route de Neufchâtel, 76230 Bois Guillaume;49,4860903;1,1374538
333;2014;024X.HHN22C;BBGO/NormPIC/Rouen;0 à 50 km;Traité;13/11/2023;Rue Herbeuse, 76230 BOIS GUILLAUME;49,4709143;1,1306439
336;2944;B09X.PH0051;HAS/HAS REHA;Zone IDF 0 à 50 km;Traité;02/05/2022;2 Place de la Sablière, 94470 BOISSY SAINT LEGER;48,7555458;2,4969
337;2419;B09X.PS0599;HAS/HAS NEUF;0 à 50 km;Archivé;08/03/2021;7 Avenue charles de gaulle, ZAC DE CHARMERAIE, 94470 BOISSY ST LEGER;48,7515;2,5116
340;3166;024X.HHN23A;BBGO/NormPIC/Rouen;51 à 100 km;Traité;04/09/2023;Av. Louis Debray, 76210 BOLBEC;49,5800498;0,4736339
342;353;PS0471;DT1;Zone IDF 0 à 50 km;Archivé;21/10/2016;Zac des portes de bondoufle, 91070 Bondoufle;48,6129;2,3777
343;952;B09X.PS0521;HAS/HAS NEUF;0 à 50 km;Archivé;07/07/2021;167/187 RUE EDOUARD VAILLANT, 93140 BONDY;48,9018;2,4893
347;1911;022X.329080;BBCSO/SO/BDX;0 à 50 km;Archivé;01/09/2020;rue Amédée Saint Germain, 33000 BORDEAUX;44,8230759;-0,5587913
349;1958;022X.319030;BBCSO/SO/BDX;0 à 50 km;Archivé;06/07/2020;82 Rue Hortense, 33100 BORDEAUX;44,8469181;-0,5581059
351;1529;022X.329070;BBCSO/SO/BDX;0 à 50 km;Traité;04/05/2020;39 cours Louis Fargues, 33000 BORDEAUX;44,8404;-0,5805
352;2247;570X.SO2002;TP RF/CSO;0 à 50 km;Traité;01/03/2021;quay de la Souys, intersection rue Alfonsea, 33270 FLOIRAC;44,8324;-0,5141
354;1684;570X.SO 1902;TP RF/CSO;0 à 50 km;Archivé;07/10/2019; Rue Amédée St Germain, 33800 BORDEAUX;44,819317;-0,5625189
362;2026;022X.311010;BBCSO/SO/BDX;0 à 50 km;Archivé;07/06/2021;Rue des Gamins, 33800 BORDEAUX;44,8218377;-0,5547724
363;2195;022X.321060;BBCSO/SO/BDX;0 à 50 km;Traité;06/02/2023;Angle des Rues DUNANT et des BATELIERS, 33300 BORDEAUX;44,8404;-0,5805
364;4110;BZNX.DO0006;HAS/HAS REHA;0 à 50 km;Traité;15/01/2024;89 quai de Brazza , 33100 BORDEAUX ;44,8536969;-0,5539774
365;3241;022X.312010;BBCSO/SO/BDX;0 à 50 km;Traité;01/12/2022;45 rue Jean Hameau, 33000 BORDEAUX;44,86469;-0,5639105
368;1225;024X.IIN802;BBGO/NormPIC/OF industrie;0 à 50 km;Archivé;02/07/2018;30 Rue de l'industrie, 76120 LE GRAND QUEVILLY;49,4235578;1,0447416
369;2402;833X.370652;BYES T&D;101 à 150 km;Archivé;11/01/2021;RUE DU MENILLET, 60540 BORNEL;49,1956147;2,2058173
371;4116;833X.30T794;BYES T&D;201 à 250 km;Traité;25/01/2024;Rue des tanins, 07380 LALEVADE D ARDECHE;44,6467882;4,3245122
373;3344;570X.NO2205;TP RF/TPRF ONE;101 à 150 km;Archivé;17/10/2022;2, boulevard de Chatillon, site portuaire de Boulogne, 62200 BOULOGNE SUR MER;50,7167;1,6167
375;3862;BZNX.DI0008;BZ/BZ SE;0 à 50 km;Traité;20/07/2023;49 rue André Morizet,, 92100 BOULOGNE BILLANCOURT;48,8333;2,25
377;201;226173 ;BZ/BZ SE;Zone IDF 0 à 50 km;Archivé;27/01/2017;Rue de meudon, Et la traverse jules Guesde , 92100 Boulogne Billancourt;48,8333;2,25
381;3295;Z41X.PC0124;CPI/CPI;Zone IDF 0 à 50 km;Traité;17/04/2023;59 avenue André Morizet, 92100 BOULOGNE BILLANCOURT;48,839137;2,2318152
383;2445;BZNX.222132;IEP/IEP;0 à 50 km;Archivé;01/05/2021;32 Rue de Fontenay , 92340 BOURG LA REINE;48,7831506;2,3150985
384;1939;B09X.PS0576;HAS/HAS NEUF;0 à 50 km;Traité;07/03/2024;4 Villa Maurice, 92340 BOURG LA REINE;48,7789;2,3178
385;2072;022X.120070;BBCSO/CO/ORLS;101 à 150 km;Traité;01/09/2020;Rue de Pignoux, 18000 BOURGES;47,0836683;2,4193791
387;1317;788x.924153;BYES AX;51 à 100 km;Archivé;24/07/2018;9068 RUE LAMARTINE , 18390 ST GERMAIN DU PUY;47,0995028;2,4468428
389;3389;022X.122020;BBCSO/CO/ORLS;51 à 100 km;Traité;15/05/2023;Rue Paul Verlaine, 18000 BOURGES;47,100238;2,4167762
390;281;114180;BBCSO/CO/ORLS;101 à 150 km;Archivé;06/06/2014;Quartier AUGER CARNOT, 18000 Bourges;47,070975;2,4180507
391;2879;G11X.458871;BBCSO/CO/ORLS;101 à 150 km;Traité;01/08/2022;Quartier Auger Carnot, 18000 BOURGES;47,070975;2,4180507
392;3457;EXTX.438009;COLAS/COLAS;0 à 50 km;Traité;14/12/2022;63 rue de l’égalité, , Bourget et Dugny Zac Cluster des Médias, 93350 LE BOURGET;47,15;23,86667
393;2648;G11X.447396;BBNE/OF/OF Est;51 à 100 km;Traité;17/04/2023;caserne militaire de Bourogne, RN19, quartier Ailleret, 90140 BOUROGNE;47,5833;6,9667
394;994;022X.337010;BBCSO/SO/BDX;0 à 50 km;Archivé;26/02/2018;avenue de Bourranville, 33702 MERIGNAC;44,8448831;-0,6330725
395;634;S21X.BDC001;REP/REP;0 à 50 km;Archivé;14/09/2017;2 Rue de VIARMES, 75001 PARIS 01;48,8592;2,3417
396;2197;024X.HHR20C;BBGO/NormPIC/Réha;0 à 50 km;Archivé;11/01/2021;rue de la paix, 76350 OISSEL;49,3407078;1,0985547
397;2940;Z32X.PO0175;IEP/IEP;0 à 50 km;Archivé;30/03/2022;10 Rue Waldeck Rochet, , 93300 AUBERVILLIERS;48,9092865;2,3674521
398;2053;833X.AB0315;BYES T&D;0 à 50 km;Archivé;13/02/2020;44 rue Kléber, 92000 NANTERRE;48,9020755;2,1912216
399;1841;EXTX.931835;COLAS/COLAS;> 300 km;Archivé;23/07/2019;Base arrière Colas Rail TSO , gare SNCF avenue de la gare, 57320 BOUZONVILLE;34,19801;-118,26102
400;1292;024X.BOP801;BBGO/NormPIC/Amiens;101 à 150 km;Archivé;03/09/2018;6 rue de l'Ile Mysterieuse, 80440 BOVES;49,8654668;2,366469
405;3151;024X.PBE22C;BBGO/NormPIC/Beauvais;0 à 50 km;Archivé;16/01/2023;RUE VICTOR HUGO, 60510 BRESLES;49,4091822;2,2419978
408;359;BBR602;BBGO/OUEST;101 à 150 km;Archivé;01/12/2016;rue Georges Kerbrat, 29200 Brest;48,4023495;-4,5255195
409;2002;024X.BBR20A;BBGO/OUEST/Brest;101 à 150 km;Archivé;04/05/2020;Avenue de l'école Navale, Centre d'instruction naval de Brest, 29200 BREST;48,4;-4,4833
411;204;024X.BBR604;BBGO/OUEST/Brest;51 à 100 km;Archivé;23/01/2017;Impasse Pen Ar Hoat, 29710 Gourlizon;48,0199057;-4,2616439
412;1877;024X.BBR20B;BBGO/OUEST/Brest;101 à 150 km;Traité;09/11/2020;Rue prince de Joinville, 29200 BREST;48,404331;-4,4824509
413;4100;570X.VS2308;TP RF/VSL FR;201 à 250 km;Traité;04/03/2024;Pont de la villeneuve - D205, 29200 BREST;48,4045393;-4,52323
418;835;570X.VL1601;TP RF/CSO;101 à 150 km;Archivé;18/04/2016;porte des quatre pompes, 29800 BREST;48,3661871;-4,5252122
419;2559;024X.BBR21D;BBGO/OUEST/Brest;101 à 150 km;Traité;03/01/2022;en face du 51 rue Marcellin Duval, 48.4149165996703, -4.486834706535984, 29200 BREST;52,09976;23,7854
420;3648;024X.BBR23B;BBGO/OUEST/Brest;101 à 150 km;Traité;07/09/2023;1172-1088 Rue Alain Colas, 29200 BREST;48,4;-4,4833
422;228;570X.VL1701;TP RF/CSO;101 à 150 km;Archivé;22/05/2017;1 av de Kiel, Port de Brest , 29200 Brest;48,4;-4,4833
424;655;024X.BPO703;BBGO/OUEST;101 à 150 km;Archivé;12/06/2017;Boulevard de la marine, Porte Tourville, 29200 Brest;48,4;-4,4833
428;373;BBR603;BBGO/OUEST;101 à 150 km;Archivé;04/11/2016;Base Navale de l'île Longue, 29160 CROZON;48,288;-4,4628
429;2199;024X.BBR21C;BBGO/OUEST/Brest;101 à 150 km;Traité;01/04/2021; Porte des 4 pompes - Route de la corniche, 29200 BREST;48,4;-4,4833
431;2202;024x.BBR21H;BBGO/OUEST/Brest;0 à 50 km;Traité;01/08/2024;Rte de la Corniche, porte des 4 pompes, Base navale de BREST, 29200 BREST;51,5;10,5
432;2556;024X.BBR22C;BBGO/OUEST/Brest;101 à 150 km;Traité;20/04/2023;rue de queliverzan, 29200 BREST;48,3916031;-4,5063986
433;2987;024X.BBR22A;BBGO/OUEST/Brest;51 à 100 km;Traité;23/05/2022;12 rue de kergoat, 29000 BREST;48,3999253;-4,5055626
434;2704;G11X.444003;BBGO/OUEST/Brest;101 à 150 km;Traité;15/03/2023;CIN, avenue de l'école navale, 29200 BREST;48,373028;-4,525548
435;3535;G11X.455328;BBGO/OUEST/Brest;201 à 250 km;Traité;12/02/2024;Quai des Flotilles, Accès porte Caffarelli ??, 29200 BREST;48,4;-4,4833
437;1816;788x.30T712;BYES AX;0 à 50 km;Archivé;28/06/2019;30, rue de Montdidier 60120 BRETEUIL, 60120 BRETEUIL;49,6306061;2,3058713
438;650;024X.BCA705;BBGO/NormPIC/Caen;101 à 150 km;Archivé;15/01/2018;ZAC DE LA MASLIERE, 14760 BRETTEVILLE SUR ODON;49,1663;-0,4166
440;1047;024X.BCA808;BBGO/NormPIC/Caen;101 à 150 km;Archivé;04/02/2019;Rue Alain, 14210 THUE ET MUE;49,2136419;-0,5048536
442;1444;022X.DV119410;BBCSO/CO/ORLS;0 à 50 km;Archivé;02/09/2019;Rue du bourg, 45140 BRICY;47,9901709;1,758654
443;3643;020X.233010;BBSE/HN/HN RAAU;151 à 200 km;Traité;02/01/2024;14 avenue jean jaures, 43100 BRIOUDE;45,2886012;3,3662413
444;2048;833X.PVBRIV;BYES T&D;151 à 200 km;Archivé;07/02/2020;Rue Frédéric Sauvage, 19100 BRIVE LA GAILLARDE;45,15503;1,4796301
445;2059;020X.213010;BBSE/OF/OF RAAU;0 à 50 km;Traité;18/12/2023;Traverse basse (G1 + G2) : 6 avenue de l’Europe,  , 69500 BRON;45,7333;4,9167
446;2908;G11X.458974;BBSE/HN/HN RAAU;0 à 50 km;Traité;03/07/2023;EMSLB 331 avenue du général de gaulle, 69500 BRON;45,7333;4,9167
447;3984;570X.NA2306;TP RF/TPRF ONE;151 à 200 km;Traité;05/02/2024;rue de la gare, gare SNCF de Brumath, 67170 BRUMATH;48,7562;7,7142
448;3285;N20X.HUAWEI;BBNE/IEN/IEN Est;0 à 50 km;Traité;05/06/2023; rue de Bruxelles,  (le chantier est situé sur la commune de Bernolsheim et Monnenheim), 67170 BERNOLSHEIM;48,7562;7,7142
449;896;022X.118330;BBCSO/CO/ORLS;0 à 50 km;Archivé;04/04/2019;147 Route de Brie, 91800 BRUNOY;48,7001062;2,5072967
450;2018;981X.OFR903;BBNE/OF/OF Nord;101 à 150 km;Archivé;23/03/2020;Rue d'Ardenne 2, 1000 Bruxelles;50,8405351;4,3750159
457;1794;833X.4Y2932;BYES T&D;0 à 50 km;Archivé;10/06/2019;RUE DU GENERAL LECLERC, 91440 BURES SUR YVETTE;48,6944894;2,1641972
458;1253;022X.119400;BBCSO/CO/ORLS;0 à 50 km;Archivé;21/02/2019;Rue du Docteur Colle, 91440 BURES SUR YVETTE;48,6975022;2,1587142
460;987;QUI BBE704;BBGO/NormPIC/Beauvais;101 à 150 km;Archivé;19/02/2018;RUE DES PINSONS, RUE DES FAUVETTES, 60250 BURY;53,5964097;-2,2904086
461;243;221116;BZ/BAT;Zone IDF 0 à 50 km;Archivé;03/04/2017;Angle Avenue de l'Europe , Et rue Pavée , 77600 BUSSY SAINT GEORGES;48,84099;2,70165
464;2675;T01X.309612;BY TP/TPRP;0 à 50 km;Perdu;14/01/2021;39 boulevard de la Chapelle , 75010 PARIS;48,8841785;2,3584878
465;875;600001951;BYES AX;Zone IDF 0 à 50 km;Archivé;01/12/2017;36 Avenue de la Porte d'ISSY, 75015 PARIS 15;48,8412;2,3003
467;1280;833x.30T730;BYES AX;0 à 50 km;Archivé;03/09/2018;6 RUE FRANCOIS COLI , 33290 BLANQUEFORT;44,9264303;-0,6211075
468;1285;7400DV391;BYES AX;101 à 150 km;Archivé;20/08/2018;TUNNEL LA GATINE , 16000 ANGOULEME;45,65;0,15
469;1891;788x.30T755;BYES AX;51 à 100 km;Archivé;04/11/2019;11 Hameau de la Roche, 77130 LA GRANDE PAROISSE;48,3997;2,9978
475;1742;833X.34T081;BYES T&D;51 à 100 km;Traité;02/05/2019;CHEMIN DE SAINT PRIX , 95270 BELLOY EN FRANCE;49,099104;2,35982
477;863;788x.924154;BYES AX;0 à 50 km;Archivé;14/09/2017;Chemin de la Rafette, ZA de la Rafette, 33450 ST LOUBES;44,73031;0,2956
478;2668;848X.MO1COE;BYES;101 à 150 km;Perdu;01/05/2021;4 Rue Charles Bougod, 56890 ST AVE;47,681106;-2,7294833
481;3384;BZNX.226257;BZ/BZ SE;0 à 50 km;Traité;11/07/2023;35 Rue Jean Jaurès, 33560 CARBON BLANC;44,8991054;-0,5026101
485;2949;Z41X.PC0125;CPI/CPI;0 à 50 km;Traité;01/05/2024;28 Avenue du Président Wilson, 94230 CACHAN;48,7942669;2,3284994
487;577;024X.BCA703;BBGO/NormPIC/Caen;101 à 150 km;Archivé;04/09/2017;Rue de Bayeux, 14000 Caen;49,1824346;-0,37484
488;790;024X.BCA805;BBGO/NormPIC/Caen;101 à 150 km;Archivé;02/07/2018;Rue Albert Premier, 14000 caen ;49,136311;-0,2479201
491;2260;024X.BCA20C;BBGO/NormPIC/Caen;101 à 150 km;Archivé;10/05/2021;38 rue Brocéliande , 14000 CAEN;49,181769;-0,40852
492;4;024X.BCA802;BBGO/NormPIC/Caen;101 à 150 km;Archivé;15/05/2018;12 rue Daniel Huet, 14000 CAEN;49,178802;-0,3632571
495;1648;024X.BCA903;BBGO/NormPIC/Caen;101 à 150 km;Archivé;02/09/2019;Rue Porte Millet, 14000 CAEN;49,1707837;-0,3570946
496;318;BCA702;BBGO/NormPIC/Caen;101 à 150 km;Archivé;05/06/2017;Rue des Cordes, 14000 Caen;49,1878223;-0,3556509
504;3627;024X.BCA23C;BBGO/NormPIC/Caen;101 à 150 km;Traité;04/09/2023;Rue de la délivrande, 14000 CAEN;49,189955;-0,3593993
506;177;BPN509;BBGO/NormPIC/OF industrie;51 à 100 km;Archivé;24/08/2016;Rue de l'horloge, 27000 Evreux;49,0250149;1,1509623
508;882;022X.118320;BBCSO/CO/ORLS;0 à 50 km;Archivé;03/09/2018;10 - 12 rue de Maison Rouge, 45140 ST JEAN DE LA RUELLE;47,8975103;1,8717
509;3349;570X.NO2209;TP RF/TPRF ONE;101 à 150 km;Archivé;05/06/2023;quai de la Meuse, 62100 CALAIS;50,9559361;1,8568655
510;3213;024X.BCA23A;BBGO/NormPIC/Caen;101 à 150 km;Traité;06/03/2023;Allé du Grand Clos, AGENCE BBGO CAEN, 14320 ST ANDRE SUR ORNE;45,96438;3,3099
511;3890;570X.NO2306;TP RF/TPRF ONE;51 à 100 km;Traité;04/12/2023;rue du Pont Rouge, base vie principale, 59400 CAMBRAI;50,1555;3,2816
512;161;BCA601;BBGO/NormPIC/Caen;101 à 150 km;Archivé;27/06/2016;Rue du clos Beaumois, 14000 Caen;49,1889951;-0,3520439
513;1943;BZNX.226229;BZ/BZ SE;0 à 50 km;Archivé;11/10/2019;Angle boulevard ney, et avenue de porte de la chapelle , 75018 PARIS 18;48,8985;2,35912
514;2027;Z41X.PC0108;CPI/CPI;0 à 50 km;Traité;01/04/2021;61 Rue Jules Ferry, Rue des Fauvelles, 92250 LA GARENNE COLOMBES;48,9047;2,2469
515;2607;Z41X.PC0108A1;CPI/CPI;0 à 50 km;Traité;01/09/2021;Rue des Fauvelles, 92250 LA GARENNE COLOMBES;48,9025513;2,2412977
516;2608;Z41X.PC0108A2;CPI/CPI;0 à 50 km;Traité;05/07/2021;Rue Jules Ferry, G8 G9, 92250 LA GARENNE COLOMBES;48,9047;2,2469
517;2609;Z41X.PC0108B1;CPI/CPI;0 à 50 km;Traité;05/07/2021;Rue Jules Ferry  ,  Rue des fauvelles, 92250 LA GARENNE COLOMBES;48,9047;2,2469
518;2610;Z41X.PC0108B2;CPI/CPI;0 à 50 km;Traité;05/07/2021;Rue Jules Ferry, 92250 LA GARENNE COLOMBES;48,9028165;2,2339726
520;2178;G11X.G11X.456541;BBSE/HN/HN PALR;101 à 150 km;Traité;25/04/2022;camp de canjuers , 83131 MONTFERRAT;43,6454213;6,4747189
521;1965;G07X.020X.180010;BBSE/HR/HR CA;151 à 200 km;Archivé;27/01/2020;73 Boulevard de la Croisette , 06400 CANNES;43,5512114;7,0181816
523;2533;020X.281010;BBSE/HN/HN CA;151 à 200 km;Traité;04/07/2022;15 avenue saint louis, 06400 CANNES;43,5561213;7,0151757
524;3918;G07X.283030;BBSE/HR/HR CA;151 à 200 km;Archivé;25/08/2023;73 boulevard de la croisette , 06400 CANNES;43,5512114;7,0181816
525;4045;020X.283040;BBSE/HN/HN CA;151 à 200 km;Traité;01/12/2023;73 boulevard de la croisette, 06400 CANNES;43,5512114;7,0181816
527;1017;Q75X.BR1707;BBGO/NormPIC/Rouen;0 à 50 km;Archivé;25/04/2018;Avenue de Buchholz, 76380 CANTELEU;49,4596;1,0017
528;2756;024X.HTS23B;BBGO/NormPIC/TS Normandie Picardie;51 à 100 km;Traité;27/02/2023;CNPE PALUEL, PARKING NORD, 76450 CANY BARVILLE;49,7112;0,6331
529;2587;S30X.P00009;BY TP/SEP BYTP;0 à 50 km;Traité;01/07/2021;361 av. président Wilson (Accès coté CAO), 93200 ST DENIS;48,9333;2,3667
530;2110;S30X.P00008;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Collectivités  locales;0 à 50 km;Traité;30/08/2021;361 av. président Wilson, 93200 SAINT DENIS;48,9333;2,3667
531;2081;G07X.020X.688190;BBSE/HN/HN PALR;201 à 250 km;Archivé;27/11/2020;1-3 Chemin du chien bleu , 06320 CAP D AIL;43,7209681;7,4068646
532;4060;570X.SO2307;TP RF/CSO;101 à 150 km;Traité;23/01/2024;1 avenue du Maréchal Joffre, 11000 CARCASSONNE;43,2126;2,4108
533;266;VS1606;BY TP/TPRP;101 à 150 km;Archivé;17/01/2017;Pont de Carennac, RN 20, 46110 CARENNAC;45;1,65
534;3612;570X.NA2302;TP RF/TPRF ONE;101 à 150 km;Archivé;05/06/2023;avenue de la Gare, gare SNCF de Carignan, 08110 CARIGNAN;49,6316;5,168
536;649;024X.BCA801;BBGO/NormPIC/Caen;101 à 150 km;Archivé;12/03/2018;Route de Bayeux, 14650 CARPIQUET;49,1881401;-0,4141826
537;520;BNA604;BBGO/PDL/Nantes;0 à 50 km;Archivé;30/11/2016;19  bis rue andré Maurois, 44470 Carquefou;47,2957278;-1,4902358
538;2256;T01X.309608;BY TP/TPRP;Zone IDF 0 à 50 km;Archivé;26/10/2020;1 rue Jules AUFFRET, 93130 NOISY LE SEC;48,8915;2,4645
539;272;221100;BZ/BAT;Zone IDF 0 à 50 km;Archivé;20/03/2017;Rue des Cent Arpents, 78420 Carrieres Sur Seine;48,9165285;2,173257
541;2817;022X.320020;BBCSO/SO/BDX;101 à 150 km;Traité;25/11/2021;Route de Moncassin, 47700 CASTELJALOUX;44,316758;0,1004209
544;1540;G07X.453243;BBSE/HN/HN RAAU;201 à 250 km;Archivé;01/07/2019;Avenue de l'Enseigne de Vaisseau Mangold, Poste de garde de la Saline, 50100 CHERBOURG EN COTENTIN;51,5;10,5
545;265;446098;BBCSO/SO/TLSE;101 à 150 km;Archivé;09/01/2017;Quartier général de Castelnau, Avenue du 122ème RI, 12230 LA CAVALERIE;44,00961;3,1584
546;2064;985X.453603;BBSE/HR/HR CA;101 à 150 km;Archivé;01/06/2020;Avenue Carnot, Ecole militaire, 18000 BOURGES;47,0833;2,4
547;264;446095;BBCSO/SO/TLSE;151 à 200 km;Archivé;19/09/2016;126ème régiment d'infanterie, rue Bernard Courtois, 19100 Brive La Gaillarde;45,15;1,5333
548;1056;G07X.447098;BBSE/SEP SE;101 à 150 km;Archivé;17/09/2018;Ile Longue, 29160 CROZON;48,2965288;-4,5216362
549;944;G07X.449007;BBSE/SEP SE;101 à 150 km;Archivé;29/03/2018;Ile Longue, 29160 CROZON;48,2965288;-4,5216362
550;1665;G07X.449424;BBSE/SEP SE;51 à 100 km;Archivé;27/03/2019;Ile longue, 29160 CROZON;48,2965288;-4,5216362
551;945;G07X.448403;BBSE/SEP SE;101 à 150 km;Archivé;18/06/2018;Base aéronavale, 29400 ST SERVAIS;48,521777;-4,1450134
552;3225;027X.IE2203;BBNE/IEN/IEN Est;101 à 150 km;Archivé;11/07/2022;centrale nucléaire de Cattenom, 57570 CATTENOM;49,4170927;6,2194256
553;97;BOF601-CA;BBGO/NormPIC/OF industrie;51 à 100 km;Archivé;12/12/2016;Rue du docteur roux, 76600 Le Havre;49,5120313;0,1672712
555;1583;985X.449028;BBSE/SEP SE;51 à 100 km;Archivé;01/04/2019;D85, CAMP MILITAIRE, 82160  CAYLUS;44,2655;1,9505
558;2111;Z32X.PO0149;IEP/IEP;0 à 50 km;Archivé;12/04/2021;2 rue de Marnes, 92410 VILLE D AVRAY;48,8270981;2,1867445
560;3741;022X.123010;BBCSO/CO/ORLS;51 à 100 km;80%;12/05/2025;1 RUE DU CHEMIN DE FER, 28170 CHATEAUNEUF EN THYMERAIS;48,5834237;1,244491
561;3743;022X.123050;BBCSO/CO/ORLS;51 à 100 km;80%;10/06/2024;4 avenue georges clémencea, 28120 ILLIERS COMBRAY;48,2863;1,1539
562;3740;022X.123020;BBCSO/CO/ORLS;51 à 100 km;80%;10/06/2024;14 route de chateauneuf, 28190 COURVILLE SUR EURE;48,449;1,2409
563;3737;022X.123030;BBCSO/CO/ORLS;101 à 150 km;Traité;01/09/2023;18 rue du docteur durand, 28109 dreux;48,73333;1,36667
564;3742;022X.123040;BBCSO/CO/ORLS;51 à 100 km;80%;12/05/2025;Boulevard chasles, 28232 EPERNON;48,6122118;1,6732344
565;3489;022X.123060;BBCSO/CO/ORLS;51 à 100 km;Traité;03/07/2023;2 RUE DE BRUXELLES , BP 70117, 28114 LUCE;48,43689;1,46359
566;3744;022X.123070;BBCSO/CO/ORLS;51 à 100 km;80%;12/05/2025;4 rue du 11 novembre, Collège les Petits Sentiers, 28110 LUCE;35,0178;-80,5372
567;3738;022X.123080;BBCSO/CO/ORLS;51 à 100 km;80%;12/05/2025;38 rue Jean Bouin, 28600 LUISANT;48,419012;1,4684479
568;3880;EXTX.436389;COLAS/COLAS;0 à 50 km;Traité;08/08/2023;CDG EXPRESS VOIE G ET H , Aéroport de Paris-Charles de Gaulle, 95700 ROISSY EN FRANCE;48,011366;-4,070601
569;4002;848X.AZ3740;BYES;0 à 50 km;Traité;30/10/2023;Rue de copenhague - Aéroport Charles de Gaulle , 95700 ROISSY EN FRANCE;48,99989;2,52363
571;198;226168 ;BZ/BZ SE;Zone IDF 0 à 50 km;Archivé;27/01/2017;99 av. du Gén. De Gaulle, 93110 Rosny Sous Bois;48,8702;2,4991
572;648;325060;BBCSO/SO/BDX;0 à 50 km;Archivé;12/02/2016;Impasse Toubart / Impasse Queyries, 33150 Cenon;44,8559;-0,5184
573;290;325050;BBCSO/SO/BDX;0 à 50 km;Archivé;02/08/2016;Rue Edouard Vaillant, ZAC du pon rouge - I lot A2, 33150 Cenon;38,5;-0,5
577;992;024X.720080;BBGO/NormPIC/Rouen;> 300 km;Archivé;27/11/2017;Champ des Grolles, RD742, 86370 VIVONNE;46,4295;0,2644
580;256;Z41X.PC0077.;CPI/CPI;Zone IDF 0 à 50 km;Archivé;01/03/2018;rue de la Croix des Maheux, 95000 CERGY;49,0378572;2,0788455
581;1536;Z41X.PC0077;CPI/CPI;Zone IDF 0 à 50 km;Traité;07/12/2019;rue de la Croix des Maheux, 95000 CERGY;49,0378572;2,0788455
582;1209;BZNX.226199;BZ/BZ SE;51 à 100 km;Archivé;16/05/2018;Rue Croix des Maheux , 95000 CERGY;49,0378572;2,0788455
584;132;PR0133;HAR/HAR/HAR;Zone IDF 0 à 50 km;Archivé;07/12/2015;Parc des closbilles, 95000 Cergy;49,05;2,1
585;877;BZNX.224113;HAS/HAS REHA;0 à 50 km;Archivé;27/11/2017;11 Avenue du Jour, 95000 CERGY;49,0430552;2,0331702
586;1947;EXTX.931875;COLAS/COLAS;0 à 50 km;Archivé;23/03/2021;Rue de vauréal, Privilégier l’accès par le boulevard de la Viosne, 95800 CERGY;34,19801;-118,26102
589;576;PS0499;HAS/HAS NEUF;Zone IDF 0 à 50 km;Archivé;02/07/2018;Rue de la Roselière, 77240 Cesson;48,5689483;2,5914822
590;1252;BZNX.226202;BZ/BZ SE;0 à 50 km;Archivé;13/06/2018;rue de la roselière, 77240 CESSON;48,5689483;2,5914822
